,pl_name,hostname,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_massj,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
506,GJ 1132 c,GJ 1132,Gaia DR2 5413438219396893568,1,1,2,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,8.929,0.0476,,,,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,,3270.0,0.21,0.18,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,1132.483258,-1053.98,414.3,12.613,13.68,8.322,12.138,26/06/2018,2018-10,21/06/2018
515,GJ 1214 b,GJ 1214,Gaia DR2 4393265392167891712,1,1,1,Transit,2009,MEarth Project,Published Confirmed,0,<a refstr=MAHAJAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..37M/abstract target=ref>Mahajan et al. 2024</a>,1.58040453,0.01505,2.733,0.244,0.02646,0,<a refstr=MAHAJAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..37M/abstract target=ref>Mahajan et al. 2024</a>,,3101.0,0.22,0.18,0.24,[Fe/H],5.03,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,948.0511007,580.447,-749.588,14.6427,15.1,8.782,13.0089,25/03/2024,2024-03,25/03/2024
517,GJ 1214 b,GJ 1214,Gaia DR2 4393265392167891712,0,1,1,Transit,2009,MEarth Project,Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..174C/abstract target=ref>Cloutier et al. 2021</a>,1.58040433,0.0149,2.742,0.245,0.02571,0,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..174C/abstract target=ref>Cloutier et al. 2021</a>,M4 V,3250.0,0.21,0.18,0.29,[Fe/H],5.03,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,948.0511007,580.447,-749.588,14.6427,15.1,8.782,13.0089,16/08/2021,2021-11,16/08/2021
522,GJ 1214 b,GJ 1214,Gaia DR2 4393265392167891712,0,1,1,Transit,2009,MEarth Project,Published Confirmed,0,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslash;e et al. 2013</a>,1.58040456,0.01411,2.847,0.254,0.0197,0,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslash;e et al. 2013</a>,,3026.0,0.22,0.15,0.39,[Fe/H],4.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,948.0511007,580.447,-749.588,14.6427,15.1,8.782,13.0089,2/12/2015,2013-01,3/12/2015
533,GJ 1252 b,GJ 1252,Gaia DR2 6468968316900356736,0,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,0.5182349,0.00916,1.193,0.106,0.00658,0,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,M3,3458.0,0.39,0.38,0.1,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,1301.74991,424.414,-1230.62,20.373,12.68,7.915,11.2364,6/02/2020,2020-02,13/02/2020
534,GJ 1252 b,GJ 1252,Gaia DR2 6468968316900356736,0,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220809479C/abstract target=ref>Crossfield et al. 2022</a>,0.5182416,0.00915,1.18,0.105,0.00415,0,<a refstr=CROSSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220809479C/abstract target=ref>Crossfield et al. 2022</a>,,3458.0,0.39,0.38,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,1301.74991,424.414,-1230.62,20.373,12.68,7.915,11.2364,19/09/2022,2022-08,19/09/2022
537,GJ 1265 b,GJ 1265,Gaia DR2 6825822095663585536,1,1,1,Radial Velocity,2018,Calar Alto Observatory,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,3.6511,0.026,,,,0,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,M4.5 V,3236.0,0.19,0.18,-0.04,[Fe/H],5.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623,909.990783,856.89,-306.305,10.2525,14.01,8.115,12.0807,3/12/2018,2018-12,6/12/2018
546,GJ 163 b,GJ 163,Gaia DR2 4780294722094459904,1,1,3,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,8.63182,0.0607,,,,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,1198.172257,1046.14,584.13,15.1285,11.79,7.135,10.6771,24/01/2017,2013-08,26/01/2017
553,GJ 180 b,GJ 180,Gaia DR2 2979590513145784192,1,1,3,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,17.133,0.092,,,,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.43,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,763.0623234,408.571,-644.464,11.9407,10.914,6.598,9.93395,6/02/2020,2020-01,13/02/2020
564,GJ 251 b,GJ 251,Gaia DR2 939072613334579328,1,1,1,Radial Velocity,2020,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>,14.238,0.0818,,,,0,<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>,M3.0 V,3451.0,0.36,0.36,-0.03,[Fe/H],4.96,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h54m48.06s,103.7002499,+33d15m59.27s,33.2664632,828.3471043,-726.394,-398.134,5.58057,9.89,5.275,8.85518,26/02/2021,2020-11,4/03/2021
566,GJ 273 b,GJ 273,,1,1,2,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,18.6498,0.091101,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382.0,0.29,0.29,0.09,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,3737.870651,571.0,-3694.0,5.921535,9.84,4.857,,29/03/2017,2017-06,30/03/2017
567,GJ 273 c,GJ 273,,1,1,2,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.7234,0.036467,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382.0,0.29,0.29,0.09,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,3737.870651,571.0,-3694.0,5.921535,9.84,4.857,,29/03/2017,2017-06,30/03/2017
569,GJ 3082 b,GJ 3082,Gaia DR2 4915139584039259392,1,1,1,Radial Velocity,2020,Multiple Facilities,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,11.949,0.079,,,,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.47,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h14m34.38s,18.6432425,-53d56m26.79s,-53.9407751,327.7180187,103.371,310.988,16.6186,11.041,6.966,10.2011,6/02/2020,2020-01,13/02/2020
571,GJ 3090 b,GJ 3090,Gaia DR2 4933912198893332224,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2.8531054,0.03165,2.13,0.19,0.01051,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,M2 V,3556.0,0.52,0.52,-0.06,[Fe/H],4.73,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,136.8908631,-111.206,-79.8269,22.4751,11.403,7.294,10.5521,28/11/2023,2022-07,28/11/2023
583,GJ 3222 b,GJ 3222,,1,2,1,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,10.66669,0.091,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,0.89,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h23m35.34s,50.8972464,-40d04m34.44s,-40.0762325,65.667873,52.6073,39.3032,18.23817,6.9,4.767,,14/06/2023,2022-09,14/06/2023
592,GJ 3293 e,GJ 3293,Gaia DR2 4893118771316702720,1,1,4,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,13.2543,0.08208,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M2.5,3466.0,0.4,0.42,0.02,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,492.2542799,-81.4263,-485.473,20.1903,11.945,7.486,10.9788,29/03/2017,2017-06,30/03/2017
593,GJ 3323 b,GJ 3323,Gaia DR2 3187115498866675456,1,1,2,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,5.3636,0.03282,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4,3159.0,0.12,0.16,-0.27,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,767.7791462,-551.722,-533.936,5.37484,12.57,6.736,10.6467,29/03/2017,2017-06,30/03/2017
595,GJ 3341 b,GJ 3341,Gaia DR2 4827532078086044416,1,1,1,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A.119A/abstract target=ref>Astudillo-Defru et al. 2015</a>,14.207,0.089,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A.119A/abstract target=ref>Astudillo-Defru et al. 2015</a>,M2.5,3526.0,0.44,0.47,-0.09,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h15m47.31s,78.9471415,-31d17m41.44s,-31.2948458,553.7493806,494.228,249.754,23.619,12.062,7.733,11.1029,3/12/2014,2015-03,3/12/2014
615,GJ 357 b,GJ 357,Gaia DR2 5664814198431308288,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,3.93072,0.035,1.217,0.109,0.00579,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,999.9759509,138.694,-990.311,9.44181,10.91,6.475,9.88036,9/08/2019,2019-08,15/08/2019
617,GJ 357 b,GJ 357,Gaia DR2 5664814198431308288,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,3.9306,0.036,1.2,0.107,,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M2.5 V,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,999.9759509,138.694,-990.311,9.44181,10.91,6.475,9.88036,22/08/2023,2023-03,22/08/2023
619,GJ 357 c,GJ 357,Gaia DR2 5664814198431308288,1,1,3,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,9.1247,0.061,,,,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,999.9759509,138.694,-990.311,9.44181,10.91,6.475,9.88036,29/07/2019,2019-08,1/08/2019
621,GJ 3634 b,GJ 3634,Gaia DR2 5452743423618768000,1,1,1,Radial Velocity,2010,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.111B/abstract target=ref> Bonfils et al. 2011 </a>,2.64561,0.0287,,,0.026,0,<a refstr=BONFILS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.111B/abstract target=ref> Bonfils et al. 2011 </a>,M2.5,,0.43,0.45,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m34.40s,164.6433493,-31d08m39.62s,-31.1443383,574.1777508,-566.861,-91.3712,20.3779,11.938,7.47,10.9233,21/08/2014,2011-04,21/08/2014
623,GJ 367 b,GJ 367,Gaia DR2 5412250540681250560,0,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,0.321962,0.0071,0.718,0.064,0.00172,0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,M1.0 V,3522.0,0.46,0.45,-0.01,[Fe/H],4.78,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,744.05896,-462.549,-582.814,9.41263,10.153,5.78,9.15159,2/12/2021,2021-12,2/12/2021
624,GJ 367 b,GJ 367,Gaia DR2 5412250540681250560,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.3219225,0.00709,0.699,0.062,0.00199,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,M1.0 V,3522.0,0.46,0.46,-0.01,[Fe/H],4.78,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,744.05896,-462.549,-582.814,9.41263,10.153,5.78,9.15159,10/08/2023,2023-07,10/08/2023
627,GJ 3779 b,GJ 3779,Gaia DR2 1446540213584440704,1,1,1,Radial Velocity,2018,Calar Alto Observatory,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,3.0232,0.026,,,,0,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,M4.0 V,3324.0,0.28,0.27,0.0,[Fe/H],5.05,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h22m56.05s,200.7335358,+24d27m50.19s,24.4639425,1061.999101,-615.951,-865.128,13.743,13.04,7.957,11.6266,3/12/2018,2018-12,6/12/2018
629,GJ 3929 b,GJ 3929,Gaia DR2 1372215976327300480,0,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,2.6162745,0.02569,1.15,0.103,0.00381,0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,M3.5 V,3369.0,0.32,0.31,0.0,[Fe/H],4.84,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,348.9865767,-143.277,318.219,15.8095,12.675,7.869,11.5109,22/02/2022,2022-02,22/02/2022
630,GJ 3929 b,GJ 3929,Gaia DR2 1372215976327300480,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,2.616235,0.0252,1.09,0.097,0.00551,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,,3384.0,0.32,0.31,-0.02,[Fe/H],4.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,348.9865767,-143.277,318.219,15.8095,12.675,7.869,11.5109,1/08/2022,2022-07,1/08/2022
631,GJ 3929 c,GJ 3929,Gaia DR2 1372215976327300480,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,15.04,0.081,,,,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,,3384.0,0.32,0.31,-0.02,[Fe/H],4.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,348.9865767,-143.277,318.219,15.8095,12.675,7.869,11.5109,1/08/2022,2022-07,1/08/2022
632,GJ 393 b,GJ 393,Gaia DR2 3855208897392952192,1,1,1,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=AMADO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.188A/abstract target=ref>Amado et al. 2021</a>,7.02679,0.05402,,,,0,<a refstr=AMADO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.188A/abstract target=ref>Amado et al. 2021</a>,M2.0 V,3579.0,0.43,0.43,-0.09,[Fe/H],4.88,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m54.93s,157.2288672,+00d50m16.25s,0.8378485,948.4442122,-603.003,-732.075,7.03149,9.65,5.311,8.67373,12/07/2021,2021-06,12/07/2021
635,GJ 3998 b,GJ 3998,Gaia DR2 4540061704988054400,1,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,2.64977,0.029,,,,0,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,M1,3722.0,0.49,0.5,-0.16,[Fe/H],4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751,373.4729173,-137.311,-347.315,18.1459,10.844,6.816,9.98337,26/07/2016,2016-10,28/07/2016
636,GJ 3998 c,GJ 3998,Gaia DR2 4540061704988054400,1,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,13.74,0.089,,,,0,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,M1,3722.0,0.49,0.5,-0.16,[Fe/H],4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751,373.4729173,-137.311,-347.315,18.1459,10.844,6.816,9.98337,26/07/2016,2016-10,28/07/2016
637,GJ 411 b,GJ 411,,0,1,2,Radial Velocity,2019,Haute-Provence Observatory,Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..17D/abstract target=ref>D&iacute;az et al. 2019</a>,12.9532,0.0785,,,,0,<a refstr=D_IACUTE_AZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..17D/abstract target=ref>D&iacute;az et al. 2019</a>,M1.9,3563.0,0.39,0.39,-0.38,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h03m20.27s,165.834471,+35d58m20.34s,35.972317,4802.154621,-580.0,-4767.0,5.675773,7.49,3.501,,26/02/2021,2019-05,5/03/2019
